代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时间戳
bj920000,安徽凤凰,0.0,0.0,0.0,15.68,15.68,15.69,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920001,纬达光电,0.0,0.0,0.0,14.06,14.06,14.24,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920002,万达轴承,0.0,0.0,0.0,81.11,82.0,81.74,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920003,中诚咨询,0.0,0.0,0.0,30.3,30.3,30.38,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920005,鼎佳精密,0.0,0.0,0.0,34.46,34.61,34.46,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920006,晟楠科技,0.0,0.0,0.0,19.32,19.32,19.53,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920007,酉立智能,0.0,0.0,0.0,52.13,52.13,53.43,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920008,成电光信,0.0,0.0,0.0,25.28,25.28,25.15,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920009,丹娜生物,0.0,0.0,0.0,63.99,63.99,64.0,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920010,凯添燃气,0.0,0.0,0.0,11.7,11.7,11.75,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920011,晨光电机,0.0,0.0,0.0,24.5,24.5,24.6,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920012,创达新材,0.0,0.0,0.0,55.05,55.05,55.66,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920014,特瑞斯,0.0,0.0,0.0,11.81,11.81,11.71,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920015,锦华新材,0.0,0.0,0.0,38.63,38.63,39.73,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920016,中草香料,0.0,0.0,0.0,16.6,16.81,16.66,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920017,星昊医药,0.0,0.0,0.0,17.77,17.77,17.43,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920018,宏远股份,0.0,0.0,0.0,28.4,28.4,28.4,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920019,铜冠矿建,0.0,0.0,0.0,17.94,17.94,17.82,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920020,泰凯英,0.0,0.0,0.0,15.8,15.8,15.81,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920021,流金科技,0.0,0.0,0.0,9.77,9.77,9.48,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920022,世昌股份,0.0,0.0,0.0,26.2,26.2,25.96,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920023,*ST田野,0.0,0.0,0.0,2.3,2.3,2.59,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920026,卓兆点胶,0.0,0.0,0.0,33.58,33.58,34.2,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920027,交大铁发,0.0,0.0,0.0,17.98,17.98,17.85,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920028,新恒泰,0.0,0.0,0.0,17.11,17.11,17.45,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920029,开发科技,0.0,0.0,0.0,71.52,71.52,72.6,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920030,德众汽车,0.0,0.0,0.0,5.67,5.67,5.67,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920033,康普化学,0.0,0.0,0.0,16.51,16.51,16.66,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920035,精创电气,0.0,0.0,0.0,29.9,29.9,30.0,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920036,觅睿科技,0.0,0.0,0.0,40.23,40.23,40.25,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920037,广信科技,0.0,0.0,0.0,76.54,76.54,75.56,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920039,国义招标,0.0,0.0,0.0,9.25,9.37,9.25,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920045,蘅东光,0.0,0.0,0.0,555.6,555.6,570.52,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920046,亿能电力,0.0,0.0,0.0,25.55,25.55,25.42,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920047,诺思兰德,0.0,0.0,0.0,26.05,26.05,26.05,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920050,爱舍伦,0.0,0.0,0.0,32.63,32.63,32.63,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920055,隆源股份,0.0,0.0,0.0,34.17,34.51,34.53,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920056,能之光,0.0,0.0,0.0,22.0,22.0,22.09,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920057,百甲科技,0.0,0.0,0.0,6.1,6.1,6.09,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920058,华洋赛车,0.0,0.0,0.0,27.31,27.8,27.59,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920060,万源通,0.0,0.0,0.0,31.53,31.53,32.53,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920061,西磁科技,0.0,0.0,0.0,24.79,24.79,25.8,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920062,科润智控,0.0,0.0,0.0,10.11,10.11,10.17,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920066,科拜尔,0.0,0.0,0.0,21.25,21.55,21.39,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920068,天工股份,0.0,0.0,0.0,20.2,20.2,20.25,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920069,普昂医疗,0.0,0.0,0.0,38.79,38.79,38.87,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920075,柏星龙,0.0,0.0,0.0,20.62,20.62,20.81,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920076,国亮新材,0.0,0.0,0.0,21.15,21.15,20.99,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920077,吉林碳谷,0.0,0.0,0.0,18.68,18.68,18.68,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920078,族兴新材,0.0,0.0,0.0,25.0,25.0,25.3,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920080,奥美森,0.0,0.0,0.0,24.0,24.0,23.84,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920082,方正阀门,0.0,0.0,0.0,14.88,14.88,14.88,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920086,科马材料,0.0,0.0,0.0,28.93,28.93,28.93,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920087,秋乐种业,0.0,0.0,0.0,13.9,13.9,13.45,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920088,科力股份,0.0,0.0,0.0,48.2,48.2,47.63,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920089,禾昌聚合,0.0,0.0,0.0,17.67,17.67,17.82,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920090,*ST同辉,0.0,0.0,0.0,4.72,4.72,4.85,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920091,大鹏工业,0.0,0.0,0.0,52.0,52.0,50.17,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920092,汉鑫科技,0.0,0.0,0.0,28.44,28.44,28.34,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920098,科隆新材,0.0,0.0,0.0,25.28,25.6,25.28,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920099,瑞华技术,0.0,0.0,0.0,29.94,29.94,29.94,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920100,三协电机,0.0,0.0,0.0,47.47,48.68,47.47,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920101,志高机械,0.0,0.0,0.0,34.24,34.24,34.24,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920106,林泰新材,0.0,0.0,0.0,61.5,61.5,62.99,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920108,宏海科技,0.0,0.0,0.0,11.37,11.37,10.74,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920110,雷特科技,0.0,0.0,0.0,32.85,32.85,32.16,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920111,聚星科技,0.0,0.0,0.0,33.2,33.2,33.2,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920112,巴兰仕,0.0,0.0,0.0,31.96,31.96,32.27,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920116,星图测控,0.0,0.0,0.0,95.17,95.17,96.43,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920118,太湖远大,0.0,0.0,0.0,20.71,20.71,20.33,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920119,美德乐,0.0,0.0,0.0,93.02,93.02,93.68,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920121,江天科技,0.0,0.0,0.0,35.92,35.92,35.55,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920122,中纺标,0.0,0.0,0.0,26.3,26.3,25.96,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920123,芭薇股份,0.0,0.0,0.0,13.22,13.32,13.22,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920124,南特科技,0.0,0.0,0.0,15.11,15.11,15.11,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920125,鸿仕达,0.0,0.0,0.0,70.48,70.48,67.08,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920128,胜业电气,0.0,0.0,0.0,23.66,23.66,23.98,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920130,立方控股,0.0,0.0,0.0,18.61,18.68,18.68,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920132,泰鹏智能,0.0,0.0,0.0,13.49,13.54,13.49,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920139,华岭股份,0.0,0.0,0.0,16.94,16.94,17.3,0.0,0.0,0.0,0.0,0.0,09:23:48
bj920145,恒合股份,0.0,0.0,0.0,14.29,14.29,14.23,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920146,华阳变速,0.0,0.0,0.0,6.83,6.83,6.84,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920149,旭杰科技,0.0,0.0,0.0,10.02,10.02,10.02,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920152,昆工科技,0.0,0.0,0.0,13.89,14.26,14.32,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920156,海昌智能,0.0,0.0,0.0,49.33,49.33,44.11,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920158,长江能科,0.0,0.0,0.0,16.3,16.3,16.2,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920159,农大科技,0.0,0.0,0.0,40.31,40.31,40.51,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920160,北矿检测,0.0,0.0,0.0,23.33,23.33,23.25,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920163,方大新材,0.0,0.0,0.0,12.6,12.6,12.47,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920166,海圣医疗,0.0,0.0,0.0,27.02,27.29,27.14,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920167,同享科技,0.0,0.0,0.0,18.4,18.4,19.17,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920168,通宝光电,0.0,0.0,0.0,20.34,20.34,21.33,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920169,七丰精工,0.0,0.0,0.0,26.63,26.93,26.93,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920171,志晟信息,0.0,0.0,0.0,20.02,20.02,19.98,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920174,五新隧装,0.0,0.0,0.0,39.38,39.38,39.4,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920175,东方碳素,0.0,0.0,0.0,9.82,10.0,9.89,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920177,恒道科技,0.0,0.0,0.0,32.8,32.8,32.85,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920179,凯德石英,0.0,0.0,0.0,46.96,46.96,47.25,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920180,爱得科技,0.0,0.0,0.0,14.73,14.73,14.73,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920181,赛英电子,0.0,0.0,0.0,77.86,77.86,77.98,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920183,海菲曼,0.0,0.0,0.0,37.2,37.2,37.28,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920184,国源科技,0.0,0.0,0.0,15.28,15.28,15.3,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920185,贝特瑞,0.0,0.0,0.0,31.48,31.48,32.0,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920186,中科仪,0.0,0.0,0.0,71.59,71.59,71.98,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920187,通领科技,0.0,0.0,0.0,35.28,35.28,35.02,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920188,悦龙科技,0.0,0.0,0.0,27.98,27.98,27.05,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920190,雷神科技,0.0,0.0,0.0,23.58,23.58,23.35,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920191,瑞尔竞达,0.0,0.0,0.0,12.66,12.66,12.7,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920195,三祥科技,0.0,0.0,0.0,17.15,17.15,17.03,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920198,微创光电,0.0,0.0,0.0,8.58,8.58,8.6,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920199,倍益康,0.0,0.0,0.0,31.98,31.98,31.58,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920204,沪江材料,0.0,0.0,0.0,16.11,16.11,15.88,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920207,众诚科技,0.0,0.0,0.0,29.96,29.96,29.34,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920208,青矩技术,0.0,0.0,0.0,23.1,23.1,23.27,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920212,智新电子,0.0,0.0,0.0,11.88,11.88,11.88,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920221,易实精密,0.0,0.0,0.0,15.54,15.54,14.96,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920223,荣亿精密,0.0,0.0,0.0,17.21,17.4,17.2,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920225,利通科技,0.0,0.0,0.0,27.71,27.71,27.25,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920227,美登科技,0.0,0.0,0.0,60.01,60.56,60.57,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920230,欧康医药,0.0,0.0,0.0,12.02,12.02,11.93,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920237,力佳科技,0.0,0.0,0.0,20.18,20.18,20.2,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920239,长虹能源,0.0,0.0,0.0,30.82,30.82,31.22,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920242,建邦科技,0.0,0.0,0.0,24.82,24.82,25.04,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920245,威博液压,0.0,0.0,0.0,24.7,24.7,24.75,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920247,华密新材,0.0,0.0,0.0,18.94,18.94,18.72,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920249,利尔达,0.0,0.0,0.0,10.07,10.07,9.78,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920252,天宏锂电,0.0,0.0,0.0,26.7,26.7,27.1,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920260,中寰股份,0.0,0.0,0.0,9.45,9.45,9.49,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920261,一诺威,0.0,0.0,0.0,15.6,15.6,15.46,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920262,DR太湖雪,0.0,0.0,0.0,17.99,17.99,16.5,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920263,中航泰达,0.0,0.0,0.0,10.4,10.4,10.45,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920266,生物谷,0.0,0.0,0.0,8.1,8.23,8.15,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920267,鑫汇科,0.0,0.0,0.0,18.67,18.67,18.41,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920270,天铭科技,0.0,0.0,0.0,15.07,15.3,15.28,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920271,邦德股份,0.0,0.0,0.0,12.8,12.8,12.8,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920273,XD一致魔,0.0,0.0,0.0,21.62,21.62,21.69,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920274,宏裕包材,0.0,0.0,0.0,22.49,22.49,22.28,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920275,驱动力,0.0,0.0,0.0,7.31,7.31,7.33,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920278,鹿得医疗,0.0,0.0,0.0,7.81,7.88,7.81,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920284,灵鸽科技,0.0,0.0,0.0,32.56,32.56,32.54,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920299,灿能电力,0.0,0.0,0.0,22.58,22.58,22.58,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920300,辰光医疗,0.0,0.0,0.0,11.49,11.49,11.33,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920304,迪尔化工,0.0,0.0,0.0,11.58,11.69,11.57,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920305,*ST云创,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920339,恒太照明,0.0,0.0,0.0,8.07,8.14,8.13,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920344,三元基因,0.0,0.0,0.0,20.12,20.12,20.12,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920346,威贸电子,0.0,0.0,0.0,20.35,20.5,20.36,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920351,华光源海,0.0,0.0,0.0,16.33,16.33,16.33,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920357,雅葆轩,0.0,0.0,0.0,26.1,26.1,26.1,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920363,莱赛激光,0.0,0.0,0.0,16.4,16.66,16.54,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920367,新赣江,0.0,0.0,0.0,18.1,18.1,18.37,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920368,连城数控,0.0,0.0,0.0,31.91,31.91,32.2,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920370,新安洁,0.0,0.0,0.0,3.39,3.41,3.41,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920371,欧福蛋业,0.0,0.0,0.0,9.15,9.22,9.15,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920374,云里物里,0.0,0.0,0.0,19.13,19.21,19.07,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920375,派诺科技,0.0,0.0,0.0,13.39,13.39,13.39,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920378,泰德股份,0.0,0.0,0.0,8.3,8.35,8.32,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920392,佳合科技,0.0,0.0,0.0,19.88,19.88,19.3,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920394,民士达,0.0,0.0,0.0,49.17,49.17,49.18,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920395,朗鸿科技,0.0,0.0,0.0,9.63,9.72,9.66,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920396,常辅股份,0.0,0.0,0.0,28.15,28.65,28.43,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920402,硅烷科技,0.0,0.0,0.0,9.3,9.3,9.46,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920403,康农种业,0.0,0.0,0.0,22.09,22.09,22.31,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920405,海希通讯,0.0,0.0,0.0,16.94,16.94,17.18,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920407,驰诚股份,0.0,0.0,0.0,17.77,17.77,17.6,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920414,欧普泰,0.0,0.0,0.0,11.27,11.27,11.17,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920415,恒拓开源,0.0,0.0,0.0,12.28,12.28,12.11,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920418,苏轴股份,0.0,0.0,0.0,24.77,24.77,24.73,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920419,路斯股份,0.0,0.0,0.0,13.06,13.3,13.18,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920422,润普食品,0.0,0.0,0.0,11.43,11.43,11.37,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920425,乐创技术,0.0,0.0,0.0,22.11,22.11,22.3,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920427,华维设计,0.0,0.0,0.0,11.98,11.98,11.85,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920429,康比特,0.0,0.0,0.0,12.16,12.16,12.04,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920433,大唐药业,0.0,0.0,0.0,5.12,5.12,5.06,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920436,大地电气,0.0,0.0,0.0,14.43,14.43,14.46,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920438,戈碧迦,0.0,0.0,0.0,45.2,45.2,44.64,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920445,龙竹科技,0.0,0.0,0.0,9.63,9.63,9.7,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920454,同心传动,0.0,0.0,0.0,14.39,14.39,14.39,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920455,汇隆活塞,0.0,0.0,0.0,7.9,7.9,7.88,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920469,富恒新材,0.0,0.0,0.0,7.03,7.03,8.59,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920471,美邦科技,0.0,0.0,0.0,14.31,14.31,14.67,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920475,三友科技,0.0,0.0,0.0,14.14,14.36,14.16,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920476,海能技术,0.0,0.0,0.0,19.68,19.79,19.61,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920478,峆一药业,0.0,0.0,0.0,15.68,15.68,15.72,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920489,佳先股份,0.0,0.0,0.0,14.48,14.48,14.43,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920491,XD奥迪威,0.0,0.0,0.0,24.3,24.3,24.28,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920493,并行科技,0.0,0.0,0.0,153.5,153.5,149.24,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920496,许昌智能,0.0,0.0,0.0,8.85,8.85,8.96,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920504,博迅生物,0.0,0.0,0.0,21.67,21.67,21.68,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920505,九菱科技,0.0,0.0,0.0,39.44,39.44,39.48,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920508,殷图网联,0.0,0.0,0.0,19.38,19.38,19.02,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920509,同惠电子,0.0,0.0,0.0,31.09,31.09,31.03,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920510,丰光精密,0.0,0.0,0.0,14.74,14.74,14.71,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920519,万德股份,0.0,0.0,0.0,12.12,12.12,11.83,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920522,纳科诺尔,0.0,0.0,0.0,58.0,58.0,55.9,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920523,德瑞锂电,0.0,0.0,0.0,23.3,23.3,23.41,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920526,凯华材料,0.0,0.0,0.0,22.28,22.28,22.47,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920527,夜光明,0.0,0.0,0.0,17.18,17.18,17.19,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920533,骏创科技,0.0,0.0,0.0,22.6,22.7,22.6,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920541,铁大科技,0.0,0.0,0.0,12.15,12.15,12.1,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920547,无锡晶海,0.0,0.0,0.0,22.7,22.91,22.7,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920553,XD凯腾精,0.0,0.0,0.0,8.9,8.9,8.6,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920556,雅达股份,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920564,天润科技,0.0,0.0,0.0,24.2,24.2,23.99,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920566,梓橦宫,0.0,0.0,0.0,10.75,10.75,10.78,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920570,坤博精工,0.0,0.0,0.0,28.98,28.98,28.64,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920571,国航远洋,0.0,0.0,0.0,10.66,10.66,10.7,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920575,康乐卫士,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920576,天力复合,0.0,0.0,0.0,70.75,70.75,70.4,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920578,巨能股份,0.0,0.0,0.0,18.03,18.03,18.03,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920579,机科股份,0.0,0.0,0.0,17.34,17.34,17.48,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920580,科创新材,0.0,0.0,0.0,13.58,13.58,13.42,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920592,华信永道,0.0,0.0,0.0,30.4,30.4,29.59,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920593,鼎智科技,0.0,0.0,0.0,26.61,26.61,26.73,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920599,同力股份,0.0,0.0,0.0,18.88,18.88,18.85,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920608,丰安股份,0.0,0.0,0.0,16.33,16.49,16.45,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920627,力王股份,0.0,0.0,0.0,20.88,20.88,21.1,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920634,新威凌,0.0,0.0,0.0,21.66,21.66,21.82,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920639,晨光电缆,0.0,0.0,0.0,7.7,7.7,7.7,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920640,富士达,0.0,0.0,0.0,34.6,34.6,34.71,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920641,格利尔,0.0,0.0,0.0,17.26,17.26,17.34,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920642,通易航天,0.0,0.0,0.0,12.19,12.19,12.08,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920651,天罡股份,0.0,0.0,0.0,28.8,28.8,28.8,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920656,海昇药业,0.0,0.0,0.0,16.05,16.11,16.11,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920662,方盛股份,0.0,0.0,0.0,23.88,23.88,23.94,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920663,明阳科技,0.0,0.0,0.0,15.33,15.48,15.36,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920665,科强股份,0.0,0.0,0.0,10.61,10.64,10.6,0.0,0.0,0.0,0.0,0.0,09:23:51
bj920670,数字人,0.0,0.0,0.0,15.2,15.2,15.02,0.0,0.0,0.0,0.0,0.0,09:23:51
