代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时间戳
sh603416,信捷电气,0.0,0.0,0.0,51.66,51.66,52.38,51.82,52.5,51.08,0.0,0.0,09:23:51
sh603418,友升股份,0.0,0.0,0.0,51.12,51.12,51.12,0.0,0.0,0.0,0.0,0.0,09:23:42
sh603421,鼎信通讯,0.0,0.0,0.0,8.34,8.34,8.34,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603429,*ST集友,0.0,0.0,0.0,10.07,10.07,10.26,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603439,三力制药,0.0,0.0,0.0,11.11,11.11,11.18,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603444,吉比特,0.0,0.0,0.0,413.2,413.2,415.6,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603456,九洲药业,0.0,0.0,0.0,13.98,13.98,13.96,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603458,勘设股份,0.0,0.0,0.0,11.92,11.92,11.94,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603459,红板科技,0.0,0.0,0.0,62.5,62.5,61.72,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603466,风语筑,0.0,0.0,0.0,9.7,9.7,9.69,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603477,巨星农牧,0.0,0.0,0.0,18.31,18.31,18.5,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603486,科沃斯,0.0,0.0,0.0,65.85,65.85,66.17,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603488,展鹏科技,0.0,0.0,0.0,11.41,11.41,11.4,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603489,八方股份,0.0,0.0,0.0,37.12,37.12,36.75,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603496,恒为科技,0.0,0.0,0.0,30.17,30.17,30.2,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603499,翔港科技,0.0,0.0,0.0,20.4,20.4,20.47,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603500,祥和实业,0.0,0.0,0.0,10.6,10.6,10.57,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603501,豪威集团,0.0,0.0,0.0,97.8,97.8,101.59,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603505,金石资源,0.0,0.0,0.0,17.8,17.8,17.7,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603506,南都物业,0.0,0.0,0.0,12.9,12.9,13.02,0.0,0.0,0.0,0.0,0.0,09:23:28
sh603507,振江股份,0.0,0.0,0.0,49.03,49.03,49.66,46.5,49.77,46.09,0.0,0.0,09:23:51
sh603508,思维列控,0.0,0.0,0.0,26.16,26.16,26.16,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603511,爱慕股份,0.0,0.0,0.0,14.77,14.77,14.68,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603515,欧普照明,0.0,0.0,0.0,20.62,20.62,20.48,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603516,淳中科技,0.0,0.0,0.0,170.0,170.0,158.05,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603517,ST绝味,0.0,0.0,0.0,12.88,12.88,12.78,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603518,锦泓集团,0.0,0.0,0.0,9.66,9.66,9.73,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603519,立霸股份,0.0,0.0,0.0,13.93,13.93,13.93,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603520,司太立,0.0,0.0,0.0,12.0,12.0,11.9,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603527,众源新材,0.0,0.0,0.0,12.41,12.41,12.42,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603528,多伦科技,0.0,0.0,0.0,8.04,8.04,8.12,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603529,爱玛科技,0.0,0.0,0.0,23.53,23.53,23.53,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603530,神马电力,0.0,0.0,0.0,62.84,62.84,62.24,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603533,掌阅科技,0.0,0.0,0.0,25.59,25.59,25.35,25.0,26.13,25.0,0.0,0.0,09:23:51
sh603535,嘉诚国际,0.0,0.0,0.0,8.0,8.0,8.12,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603536,惠发食品,0.0,0.0,0.0,10.2,10.2,10.44,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603538,美诺华,0.0,0.0,0.0,62.5,62.5,65.3,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603551,奥普科技,0.0,0.0,0.0,11.94,11.94,11.94,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603556,海兴电力,0.0,0.0,0.0,29.0,29.0,29.49,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603557,ST起步,4.26,0.0,0.0,0.0,0.0,4.26,0.0,0.0,0.0,0.0,0.0,09:23:47
sh603558,XD健盛集,0.0,0.0,0.0,13.11,13.11,12.98,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603559,ST通脉,0.0,0.0,0.0,7.34,7.34,7.28,0.0,0.0,0.0,0.0,0.0,09:23:47
sh603565,中谷物流,0.0,0.0,0.0,10.83,10.83,10.83,0.0,0.0,0.0,0.0,0.0,09:23:47
sh603566,普莱柯,0.0,0.0,0.0,12.01,12.01,12.01,12.2,12.2,11.67,0.0,0.0,09:23:51
sh603567,珍宝岛,0.0,0.0,0.0,6.51,6.51,6.67,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603568,伟明环保,0.0,0.0,0.0,21.36,21.36,21.21,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603569,长久物流,0.0,0.0,0.0,6.64,6.64,6.72,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603577,汇金通,0.0,0.0,0.0,11.0,11.0,11.1,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603578,三星新材,0.0,0.0,0.0,13.6,13.6,13.57,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603579,荣泰健康,0.0,0.0,0.0,21.9,21.9,22.15,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603580,*ST艾艾,0.0,0.0,0.0,21.21,21.21,20.2,19.59,20.25,19.21,0.0,0.0,09:23:48
sh603583,捷昌驱动,0.0,0.0,0.0,29.4,29.4,29.32,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603585,苏利股份,0.0,0.0,0.0,19.41,19.41,19.41,19.49,19.64,19.32,0.0,0.0,09:23:51
sh603586,金麒麟,0.0,0.0,0.0,16.24,16.24,16.28,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603587,地素时尚,0.0,0.0,0.0,13.29,13.29,13.17,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603588,高能环境,0.0,0.0,0.0,14.8,14.8,14.77,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603589,口子窖,0.0,0.0,0.0,24.34,24.34,24.3,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603590,康辰药业,0.0,0.0,0.0,36.15,36.15,36.26,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603595,ST东尼,0.0,0.0,0.0,18.58,18.58,18.58,0.0,0.0,0.0,0.0,0.0,09:23:43
sh603596,伯特利,0.0,0.0,0.0,46.13,46.13,46.14,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603598,引力传媒,0.0,0.0,0.0,21.0,21.0,20.37,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603599,广信股份,0.0,0.0,0.0,15.1,15.1,15.1,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603600,永艺股份,0.0,0.0,0.0,11.95,11.95,11.9,0.0,0.0,0.0,0.0,0.0,09:23:44
sh603601,再升科技,0.0,0.0,0.0,15.2,15.2,15.2,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603602,纵横通信,0.0,0.0,0.0,13.26,13.26,12.95,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603605,珀莱雅,0.0,0.0,0.0,62.2,62.2,62.27,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603606,东方电缆,0.0,0.0,0.0,62.99,62.99,63.39,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603607,京华激光,0.0,0.0,0.0,23.52,23.52,23.53,0.0,0.0,0.0,0.0,0.0,09:23:42
sh603608,天创时尚,0.0,0.0,0.0,12.96,12.96,13.01,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603609,禾丰股份,0.0,0.0,0.0,7.04,7.04,6.97,0.0,0.0,0.0,0.0,0.0,09:23:47
sh603610,麒盛科技,0.0,0.0,0.0,16.71,16.71,16.7,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603611,诺力股份,0.0,0.0,0.0,19.97,19.97,20.13,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603612,索通发展,0.0,0.0,0.0,25.5,25.5,25.62,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603613,国联股份,0.0,0.0,0.0,28.0,28.0,28.13,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603615,茶花股份,0.0,0.0,0.0,20.3,20.3,20.54,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603616,韩建河山,0.0,0.0,0.0,6.02,6.02,6.1,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603617,君禾股份,0.0,0.0,0.0,7.67,7.67,7.6,0.0,0.0,0.0,0.0,0.0,09:23:37
sh603618,杭电股份,0.0,0.0,0.0,29.38,29.38,29.47,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603619,中曼石油,0.0,0.0,0.0,34.0,34.0,34.6,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603626,科森科技,0.0,0.0,0.0,23.71,23.71,23.96,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603628,清源股份,0.0,0.0,0.0,12.4,12.4,12.7,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603629,利通电子,0.0,0.0,0.0,144.42,144.42,131.29,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603630,拉芳家化,0.0,0.0,0.0,16.81,16.81,16.87,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603633,徕木股份,0.0,0.0,0.0,8.17,8.17,8.17,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603636,南威软件,0.0,0.0,0.0,8.85,8.85,8.89,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603637,镇海股份,0.0,0.0,0.0,15.98,15.98,16.07,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603638,艾迪精密,0.0,0.0,0.0,22.81,22.81,22.71,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603639,海利尔,0.0,0.0,0.0,12.87,12.87,12.87,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603648,畅联股份,0.0,0.0,0.0,10.08,10.08,10.14,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603650,彤程新材,0.0,0.0,0.0,53.5,53.5,54.8,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603655,朗博科技,0.0,0.0,0.0,45.01,45.01,45.01,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603656,泰禾智能,0.0,0.0,0.0,19.85,19.85,19.93,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603657,春光科技,0.0,0.0,0.0,26.41,26.41,27.2,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603658,安图生物,0.0,0.0,0.0,33.86,33.86,33.86,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603659,璞泰来,0.0,0.0,0.0,37.29,37.29,37.62,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603660,苏州科达,0.0,0.0,0.0,11.41,11.41,11.42,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603661,恒林股份,0.0,0.0,0.0,29.72,29.72,32.1,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603662,柯力传感,0.0,0.0,0.0,55.31,55.31,55.42,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603663,三祥新材,0.0,0.0,0.0,47.99,47.99,47.21,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603665,康隆达,0.0,0.0,0.0,27.04,27.04,27.68,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603666,亿嘉和,0.0,0.0,0.0,27.31,27.31,29.27,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603667,五洲新春,0.0,0.0,0.0,63.5,63.5,64.15,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603668,天马科技,0.0,0.0,0.0,13.0,13.0,13.08,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603669,灵康药业,0.0,0.0,0.0,4.51,4.51,4.55,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603676,卫信康,0.0,0.0,0.0,10.75,10.75,10.6,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603677,XD奇精机,0.0,0.0,0.0,15.82,15.82,15.66,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603678,火炬电子,0.0,0.0,0.0,32.41,32.41,32.51,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603679,华体科技,0.0,0.0,0.0,14.84,14.84,14.61,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603680,今创集团,0.0,0.0,0.0,14.2,14.2,14.25,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603681,永冠新材,0.0,0.0,0.0,18.1,18.1,18.14,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603682,锦和商管,0.0,0.0,0.0,8.15,8.15,8.47,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603683,晶华新材,0.0,0.0,0.0,28.48,28.48,28.48,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603685,晨丰科技,0.0,0.0,0.0,33.93,33.93,34.24,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603686,福龙马,0.0,0.0,0.0,18.81,18.81,18.88,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603687,大胜达,0.0,0.0,0.0,15.5,15.5,15.62,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603688,石英股份,0.0,0.0,0.0,56.39,56.39,55.67,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603689,皖天然气,0.0,0.0,0.0,8.39,8.39,8.36,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603690,至纯科技,0.0,0.0,0.0,24.35,24.35,25.27,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603693,江苏新能,0.0,0.0,0.0,15.09,15.09,15.13,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603696,安记食品,0.0,0.0,0.0,16.0,16.0,15.58,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603697,有友食品,0.0,0.0,0.0,10.46,10.46,10.52,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603698,航天工程,0.0,0.0,0.0,41.0,41.0,39.97,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603699,纽威股份,0.0,0.0,0.0,62.51,62.51,59.73,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603700,宁水集团,0.0,0.0,0.0,12.92,12.92,12.92,0.0,0.0,0.0,0.0,0.0,09:23:44
sh603701,德宏股份,0.0,0.0,0.0,24.7,24.7,24.71,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603703,盛洋科技,0.0,0.0,0.0,13.33,13.33,13.45,0.0,0.0,0.0,0.0,0.0,09:23:38
sh603706,东方环宇,0.0,0.0,0.0,21.34,21.34,21.34,0.0,0.0,0.0,0.0,0.0,09:23:43
sh603707,健友股份,0.0,0.0,0.0,9.42,9.42,9.44,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603708,家家悦,0.0,0.0,0.0,10.78,10.78,10.82,10.7,10.93,10.7,0.0,0.0,09:23:51
sh603709,中源家居,0.0,0.0,0.0,19.46,19.46,19.67,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603711,香飘飘,0.0,0.0,0.0,14.28,14.28,12.98,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603712,七一二,0.0,0.0,0.0,15.6,15.6,15.74,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603713,密尔克卫,0.0,0.0,0.0,58.0,58.0,57.93,0.0,0.0,0.0,0.0,0.0,09:23:54
sh603716,塞力医疗,0.0,0.0,0.0,20.98,20.98,21.06,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603717,天域生物,0.0,0.0,0.0,6.85,6.85,6.85,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603718,海利生物,0.0,0.0,0.0,3.89,3.9,3.9,3.81,3.98,3.78,0.0,0.0,09:23:54
sh603719,良品铺子,0.0,0.0,0.0,10.92,10.92,11.17,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603721,*ST天择,0.0,0.0,0.0,23.3,23.3,23.84,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603722,阿科力,0.0,0.0,0.0,38.99,38.99,39.0,0.0,0.0,0.0,0.0,0.0,09:23:40
sh603725,天安新材,0.0,0.0,0.0,9.81,9.81,9.81,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603726,朗迪集团,0.0,0.0,0.0,23.28,23.28,22.59,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603727,博迈科,0.0,0.0,0.0,19.46,19.46,18.89,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603728,鸣志电器,0.0,0.0,0.0,58.9,58.9,58.45,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603729,ST龙韵,0.0,0.0,0.0,16.37,16.37,17.23,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603730,岱美股份,0.0,0.0,0.0,10.4,10.4,10.6,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603733,仙鹤股份,0.0,0.0,0.0,22.64,22.64,22.67,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603737,三棵树,0.0,0.0,0.0,43.05,43.05,43.05,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603738,泰晶科技,0.0,0.0,0.0,40.5,40.5,39.82,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603739,蔚蓝生物,0.0,0.0,0.0,14.75,14.75,14.98,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603755,日辰股份,0.0,0.0,0.0,29.02,29.02,29.03,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603757,大元泵业,0.0,0.0,0.0,51.5,51.5,51.2,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603758,秦安股份,0.0,0.0,0.0,12.28,12.28,12.28,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603759,海天股份,0.0,0.0,0.0,9.26,9.26,9.32,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603766,隆鑫通用,0.0,0.0,0.0,15.35,15.35,15.39,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603767,中马传动,0.0,0.0,0.0,19.12,19.12,19.24,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603768,常青股份,0.0,0.0,0.0,11.5,11.5,11.86,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603773,沃格光电,0.0,0.0,0.0,73.42,73.42,69.74,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603776,永安行,0.0,0.0,0.0,20.05,20.05,19.86,0.0,0.0,0.0,0.0,0.0,09:23:39
sh603777,来伊份,0.0,0.0,0.0,15.48,15.48,15.79,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603778,国晟科技,0.0,0.0,0.0,26.05,26.05,27.37,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603779,威龙股份,0.0,0.0,0.0,7.02,7.02,6.95,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603786,科博达,0.0,0.0,0.0,53.0,53.0,52.63,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603787,新日股份,0.0,0.0,0.0,11.88,11.88,11.88,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603788,宁波高发,0.0,0.0,0.0,16.68,16.68,16.76,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603789,*ST星农,0.0,0.0,0.0,5.74,5.74,5.74,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603790,雅运股份,0.0,0.0,0.0,24.8,24.8,24.39,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603797,联泰环保,0.0,0.0,0.0,4.82,4.82,4.9,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603798,康普顿,0.0,0.0,0.0,18.5,18.5,18.94,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603799,华友钴业,0.0,0.0,0.0,67.19,67.19,67.66,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603800,洪田股份,0.0,0.0,0.0,47.0,47.0,48.76,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603801,志邦家居,0.0,0.0,0.0,8.78,8.78,8.91,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603803,瑞斯康达,0.0,0.0,0.0,15.44,15.44,14.87,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603806,福斯特,0.0,0.0,0.0,18.8,18.8,18.69,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603808,歌力思,0.0,0.0,0.0,10.79,10.79,10.58,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603809,豪能股份,0.0,0.0,0.0,10.85,10.85,10.78,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603810,丰山集团,0.0,0.0,0.0,15.75,15.75,16.08,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603811,诚意药业,0.0,0.0,0.0,11.9,11.9,11.98,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603813,*ST原尚,0.0,0.0,0.0,35.12,35.12,36.5,37.34,37.53,35.21,0.0,0.0,09:23:45
sh603815,交建股份,0.0,0.0,0.0,7.06,7.06,7.03,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603816,顾家家居,0.0,0.0,0.0,29.99,29.99,29.41,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603817,海峡环保,0.0,0.0,0.0,7.29,7.29,7.34,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603818,曲美家居,0.0,0.0,0.0,3.57,3.57,3.53,0.0,0.0,0.0,0.0,0.0,09:23:42
sh603819,神力股份,0.0,0.0,0.0,14.11,14.11,14.32,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603822,ST嘉澳,0.0,0.0,0.0,77.88,77.88,81.03,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603823,百合花,0.0,0.0,0.0,15.79,15.79,16.02,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603825,ST华扬,0.0,0.0,0.0,8.95,8.95,8.84,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603826,坤彩科技,0.0,0.0,0.0,34.75,34.75,34.75,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603828,*ST利达,0.0,0.0,0.0,4.33,4.33,4.56,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603829,洛凯股份,0.0,0.0,0.0,27.0,27.0,27.87,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603833,欧派家居,0.0,0.0,0.0,47.8,47.8,48.8,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603836,海程邦达,0.0,0.0,0.0,13.9,13.9,14.04,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603838,*ST四通,0.0,0.0,0.0,8.99,8.99,8.9,0.0,0.0,0.0,0.0,0.0,09:23:37
sh603839,安正时尚,0.0,0.0,0.0,7.8,7.8,7.85,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603843,*ST正平,0.0,0.0,0.0,8.97,8.97,8.54,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603848,好太太,0.0,0.0,0.0,15.84,15.84,15.92,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603855,华荣股份,0.0,0.0,0.0,18.6,18.6,18.92,18.26,19.05,18.11,0.0,0.0,09:23:48
sh603856,东宏股份,0.0,0.0,0.0,13.06,13.06,13.16,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603858,步长制药,0.0,0.0,0.0,16.48,16.48,16.51,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603859,能科科技,0.0,0.0,0.0,38.82,38.82,39.0,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603860,中公高科,0.0,0.0,0.0,32.28,32.28,32.74,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603861,白云电器,0.0,0.0,0.0,16.5,16.5,16.41,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603863,松炀资源,0.0,0.0,0.0,18.2,18.2,18.17,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603866,桃李面包,0.0,0.0,0.0,5.05,5.05,5.05,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603867,新化股份,0.0,0.0,0.0,34.5,34.5,34.27,0.0,0.0,0.0,0.0,0.0,09:23:43
sh603868,飞科电器,0.0,0.0,0.0,33.45,33.45,33.8,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603869,ST智知,0.0,0.0,0.0,10.49,10.49,10.34,0.0,0.0,0.0,0.0,0.0,09:23:44
sh603871,嘉友国际,0.0,0.0,0.0,13.27,13.27,13.31,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603876,鼎胜新材,0.0,0.0,0.0,28.85,28.85,28.56,0.0,0.0,0.0,0.0,0.0,09:23:53
sh603877,太平鸟,0.0,0.0,0.0,14.38,14.38,14.32,0.0,0.0,0.0,0.0,0.0,09:23:49
sh603878,武进不锈,0.0,0.0,0.0,8.04,8.04,8.09,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603879,永悦科技,0.0,0.0,0.0,5.8,5.8,5.85,0.0,0.0,0.0,0.0,0.0,09:23:38
sh603880,南卫股份,0.0,0.0,0.0,6.86,6.86,7.11,0.0,0.0,0.0,0.0,0.0,09:23:46
sh603881,数据港,0.0,0.0,0.0,37.23,37.23,37.22,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603882,金域医学,0.0,0.0,0.0,27.48,27.48,27.52,0.0,0.0,0.0,0.0,0.0,09:23:38
sh603883,老百姓,0.0,0.0,0.0,14.0,14.0,14.11,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603885,吉祥航空,0.0,0.0,0.0,11.77,11.77,11.59,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603886,元祖股份,0.0,0.0,0.0,12.68,12.68,12.59,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603887,城地香江,0.0,0.0,0.0,15.55,15.55,15.9,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603888,新华网,0.0,0.0,0.0,20.31,20.31,20.36,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603889,新澳股份,0.0,0.0,0.0,8.79,8.79,8.78,8.72,8.81,8.7,0.0,0.0,09:23:48
sh603890,春秋电子,0.0,0.0,0.0,19.18,19.18,19.49,0.0,0.0,0.0,0.0,0.0,09:23:52
sh603893,瑞芯微,0.0,0.0,0.0,180.07,180.07,182.37,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603895,天永智能,0.0,0.0,0.0,28.24,28.24,28.24,0.0,0.0,0.0,0.0,0.0,09:23:45
sh603896,寿仙谷,0.0,0.0,0.0,17.48,17.48,17.47,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603897,长城科技,0.0,0.0,0.0,48.1,48.1,47.6,0.0,0.0,0.0,0.0,0.0,09:23:48
sh603898,好莱客,0.0,0.0,0.0,13.25,13.25,13.48,13.47,13.8,13.39,0.0,0.0,09:23:48
sh603899,晨光股份,0.0,0.0,0.0,24.93,24.93,24.87,0.0,0.0,0.0,0.0,0.0,09:23:51
sh603900,莱绅通灵,0.0,0.0,0.0,8.27,8.27,7.73,0.0,0.0,0.0,0.0,0.0,09:23:50
sh603901,永创智能,0.0,0.0,0.0,12.62,12.62,12.76,0.0,0.0,0.0,0.0,0.0,09:23:51
